purchase_order_id,order_date,expected_delivery_date,warehouse_id,sku,supplier_id,ordered_units,unit_cost,status
PO-00282,2026-04-11,2026-04-20,WH-NORTH,SKU-1063,SUP-003,192,4.14,received
PO-00283,2025-02-13,2025-02-19,WH-CENTER,SKU-1074,SUP-003,192,3.05,received
PO-00284,2026-05-17,2026-05-22,WH-NORTH,SKU-1001,SUP-002,96,1.28,received
PO-00285,2026-04-20,2026-04-23,WH-NORTH,SKU-1037,SUP-001,576,1.61,received
PO-00286,2026-02-11,2026-02-20,WH-SOUTH,SKU-1071,SUP-003,174,2.93,received
PO-00287,2025-10-27,2025-11-02,WH-CENTER,SKU-1116,SUP-004,432,1.66,received
PO-00288,2025-09-04,2025-09-08,WH-CENTER,SKU-1117,SUP-004,432,3.38,received
PO-00289,2025-05-08,2025-05-12,WH-CENTER,SKU-1117,SUP-004,780,3.38,received
PO-00290,2026-01-27,2026-01-30,WH-SOUTH,SKU-1115,SUP-004,264,3.98,received
PO-00291,2026-03-19,2026-03-24,WH-CENTER,SKU-1004,SUP-002,432,1.58,received
PO-00292,2026-03-31,2026-04-04,WH-SOUTH,SKU-1014,SUP-002,480,1.28,received
PO-00293,2025-01-02,2025-01-07,WH-NORTH,SKU-1018,SUP-006,72,1.58,received
PO-00294,2025-10-07,2025-10-12,WH-CENTER,SKU-1030,SUP-006,144,0.79,received
PO-00295,2025-12-19,2025-12-25,WH-CENTER,SKU-1083,SUP-003,120,2.55,received
PO-00296,2025-10-24,2025-10-31,WH-SOUTH,SKU-1065,SUP-003,180,5.73,received
PO-00297,2025-01-22,2025-01-29,WH-SOUTH,SKU-1102,SUP-005,288,6.34,received
PO-00298,2025-10-28,2025-11-05,WH-NORTH,SKU-1075,SUP-003,186,3.09,received
PO-00299,2026-02-17,2026-02-23,WH-CENTER,SKU-1108,SUP-004,312,1.87,received
PO-00300,2025-05-09,2025-05-17,WH-NORTH,SKU-1067,SUP-003,192,2.13,received
PO-00301,2025-02-23,2025-02-28,WH-CENTER,SKU-1003,SUP-002,324,0.63,received
PO-00302,2025-12-29,2026-01-05,WH-NORTH,SKU-1070,SUP-003,204,4.73,received
PO-00303,2025-06-17,2025-06-23,WH-CENTER,SKU-1104,SUP-005,108,7.89,received
PO-00304,2025-07-23,2025-07-30,WH-CENTER,SKU-1074,SUP-003,168,3.05,received
PO-00305,2025-10-14,2025-10-18,WH-CENTER,SKU-1058,SUP-001,336,1.68,received
PO-00306,2025-02-22,2025-02-27,WH-NORTH,SKU-1009,SUP-002,252,1.63,received
PO-00307,2025-05-13,2025-05-17,WH-NORTH,SKU-1107,SUP-004,186,6.06,received
PO-00308,2025-05-01,2025-05-09,WH-NORTH,SKU-1086,SUP-003,96,3.07,received
PO-00309,2025-10-18,2025-10-23,WH-SOUTH,SKU-1117,SUP-004,276,3.38,received
PO-00310,2025-07-15,2025-07-20,WH-NORTH,SKU-1016,SUP-006,192,2.48,received
PO-00311,2026-04-18,2026-04-22,WH-NORTH,SKU-1110,SUP-004,438,4.32,received
PO-00312,2025-11-15,2025-11-19,WH-CENTER,SKU-1025,SUP-006,48,0.78,received
PO-00313,2025-09-28,2025-10-05,WH-NORTH,SKU-1078,SUP-003,84,4.04,received
PO-00314,2025-09-28,2025-10-02,WH-SOUTH,SKU-1012,SUP-002,408,1.48,received
PO-00315,2025-11-08,2025-11-15,WH-NORTH,SKU-1072,SUP-003,48,5.09,received
PO-00316,2025-11-18,2025-11-27,WH-NORTH,SKU-1079,SUP-003,48,2.87,received
PO-00317,2026-05-02,2026-05-08,WH-SOUTH,SKU-1102,SUP-005,288,6.34,received
PO-00318,2025-01-01,2025-01-05,WH-NORTH,SKU-1116,SUP-004,288,1.66,received
PO-00319,2026-01-24,2026-02-02,WH-CENTER,SKU-1068,SUP-003,264,6.85,received
PO-00320,2026-03-24,2026-03-28,WH-SOUTH,SKU-1014,SUP-002,336,1.28,received
PO-00321,2026-06-02,2026-06-07,WH-NORTH,SKU-1023,SUP-006,420,1.74,received
PO-00322,2026-04-23,2026-04-28,WH-CENTER,SKU-1012,SUP-002,96,1.48,received
PO-00323,2025-02-17,2025-02-23,WH-NORTH,SKU-1113,SUP-004,84,1.94,received
PO-00324,2025-11-05,2025-11-08,WH-NORTH,SKU-1044,SUP-001,192,0.97,received
PO-00325,2025-10-29,2025-11-02,WH-SOUTH,SKU-1114,SUP-004,216,2.92,received
PO-00326,2026-02-04,2026-02-10,WH-CENTER,SKU-1085,SUP-003,192,2.74,received
PO-00327,2025-11-18,2025-11-22,WH-SOUTH,SKU-1047,SUP-001,192,1.03,received
PO-00328,2025-04-12,2025-04-14,WH-CENTER,SKU-1050,SUP-001,372,1.65,received
PO-00329,2025-10-25,2025-11-01,WH-SOUTH,SKU-1078,SUP-003,132,4.04,received
PO-00330,2025-10-10,2025-10-13,WH-SOUTH,SKU-1041,SUP-001,396,3.57,received
PO-00331,2025-01-29,2025-02-02,WH-SOUTH,SKU-1110,SUP-004,324,4.32,received
PO-00332,2025-04-29,2025-05-02,WH-CENTER,SKU-1113,SUP-004,360,1.94,received
PO-00333,2026-05-04,2026-05-10,WH-NORTH,SKU-1109,SUP-004,432,2.43,received
PO-00334,2025-10-20,2025-10-26,WH-SOUTH,SKU-1120,SUP-004,144,1.6,received
PO-00335,2026-02-06,2026-02-14,WH-SOUTH,SKU-1089,SUP-003,144,2.12,received
PO-00336,2025-02-02,2025-02-06,WH-SOUTH,SKU-1109,SUP-004,552,2.43,received
PO-00337,2025-04-16,2025-04-24,WH-SOUTH,SKU-1065,SUP-003,144,5.73,received
PO-00338,2025-12-26,2025-12-30,WH-SOUTH,SKU-1110,SUP-004,426,4.32,received
PO-00339,2026-05-29,2026-06-04,WH-SOUTH,SKU-1097,SUP-005,48,6.87,received
PO-00340,2025-08-17,2025-08-22,WH-SOUTH,SKU-1001,SUP-002,180,1.28,received
PO-00341,2026-04-08,2026-04-11,WH-SOUTH,SKU-1041,SUP-001,372,3.57,received
PO-00342,2026-03-10,2026-03-18,WH-NORTH,SKU-1064,SUP-003,66,3.55,received
PO-00343,2025-07-30,2025-08-03,WH-SOUTH,SKU-1108,SUP-004,288,1.87,received
PO-00344,2025-08-22,2025-08-24,WH-SOUTH,SKU-1031,SUP-001,96,4.14,received
PO-00345,2025-12-22,2025-12-31,WH-SOUTH,SKU-1077,SUP-003,168,1.82,received
PO-00346,2025-12-23,2025-12-27,WH-CENTER,SKU-1045,SUP-001,348,1.22,received
PO-00347,2025-03-24,2025-03-31,WH-CENTER,SKU-1087,SUP-003,24,3.99,received
PO-00348,2025-03-14,2025-03-20,WH-SOUTH,SKU-1089,SUP-003,48,2.12,received
PO-00349,2025-07-01,2025-07-04,WH-CENTER,SKU-1119,SUP-004,168,2.85,received
PO-00350,2025-10-03,2025-10-06,WH-SOUTH,SKU-1053,SUP-001,624,1.54,received
PO-00351,2026-05-03,2026-05-12,WH-NORTH,SKU-1070,SUP-003,264,4.73,received
PO-00352,2025-08-05,2025-08-08,WH-SOUTH,SKU-1041,SUP-001,228,3.57,received
PO-00353,2026-06-06,2026-06-10,WH-SOUTH,SKU-1036,SUP-001,204,4.34,received
PO-00354,2025-08-21,2025-08-28,WH-SOUTH,SKU-1079,SUP-003,60,2.87,received
PO-00355,2026-03-19,2026-03-22,WH-CENTER,SKU-1111,SUP-004,96,3.72,received
PO-00356,2025-04-20,2025-04-27,WH-CENTER,SKU-1061,SUP-003,48,3.5,received
PO-00357,2026-05-22,2026-05-27,WH-CENTER,SKU-1009,SUP-002,156,1.63,received
PO-00358,2025-07-17,2025-07-24,WH-NORTH,SKU-1061,SUP-003,48,3.5,received
PO-00359,2026-02-08,2026-02-13,WH-NORTH,SKU-1009,SUP-002,144,1.63,received
PO-00360,2025-03-10,2025-03-13,WH-CENTER,SKU-1041,SUP-001,444,3.57,received
PO-00361,2025-03-05,2025-03-10,WH-NORTH,SKU-1043,SUP-001,282,2.58,received
PO-00362,2025-12-11,2025-12-18,WH-SOUTH,SKU-1103,SUP-005,240,5.05,received
PO-00363,2025-06-24,2025-06-29,WH-NORTH,SKU-1011,SUP-002,384,2.11,received
PO-00364,2026-01-22,2026-01-26,WH-SOUTH,SKU-1112,SUP-004,168,4.53,received
PO-00365,2026-01-06,2026-01-10,WH-NORTH,SKU-1110,SUP-004,162,4.32,received
PO-00366,2026-06-06,2026-06-11,WH-NORTH,SKU-1004,SUP-002,480,1.58,delayed
PO-00367,2025-11-24,2025-11-30,WH-CENTER,SKU-1009,SUP-002,612,1.63,received
PO-00368,2026-02-19,2026-02-25,WH-NORTH,SKU-1104,SUP-005,144,7.89,received
PO-00369,2025-11-16,2025-11-20,WH-NORTH,SKU-1022,SUP-006,288,2.09,received
PO-00370,2025-12-26,2025-12-31,WH-NORTH,SKU-1029,SUP-006,420,1.32,received
PO-00371,2025-02-17,2025-02-23,WH-SOUTH,SKU-1100,SUP-005,48,2.96,received
PO-00372,2026-06-06,2026-06-12,WH-SOUTH,SKU-1081,SUP-003,144,3.74,delayed
PO-00373,2025-04-28,2025-05-04,WH-SOUTH,SKU-1109,SUP-004,288,2.43,received
PO-00374,2025-11-06,2025-11-13,WH-CENTER,SKU-1079,SUP-003,156,2.87,received
PO-00375,2026-03-03,2026-03-06,WH-CENTER,SKU-1047,SUP-001,120,1.03,received
PO-00376,2025-05-24,2025-05-29,WH-CENTER,SKU-1002,SUP-002,768,0.76,received
PO-00377,2025-03-02,2025-03-09,WH-SOUTH,SKU-1089,SUP-003,96,2.12,received
PO-00378,2025-09-21,2025-09-28,WH-CENTER,SKU-1021,SUP-006,156,0.63,received
PO-00379,2026-02-17,2026-02-24,WH-SOUTH,SKU-1014,SUP-002,408,1.28,received
PO-00380,2026-03-15,2026-03-22,WH-CENTER,SKU-1077,SUP-003,216,1.82,received
PO-00381,2025-09-17,2025-09-22,WH-NORTH,SKU-1035,SUP-001,372,2.21,received
PO-00382,2026-02-15,2026-02-19,WH-CENTER,SKU-1119,SUP-004,144,2.85,received
PO-00383,2025-02-24,2025-03-01,WH-SOUTH,SKU-1019,SUP-006,672,0.93,received
PO-00384,2025-05-03,2025-05-08,WH-NORTH,SKU-1099,SUP-005,60,2.61,received
PO-00385,2026-01-09,2026-01-14,WH-SOUTH,SKU-1116,SUP-004,672,1.66,received
PO-00386,2026-05-12,2026-05-15,WH-NORTH,SKU-1041,SUP-001,132,3.57,received
PO-00387,2026-05-18,2026-05-22,WH-NORTH,SKU-1041,SUP-001,468,3.57,received
PO-00388,2025-12-04,2025-12-10,WH-SOUTH,SKU-1005,SUP-002,240,1.67,received
PO-00389,2026-01-18,2026-01-23,WH-NORTH,SKU-1053,SUP-001,108,1.54,received
PO-00390,2025-01-10,2025-01-14,WH-CENTER,SKU-1041,SUP-001,228,3.57,received
PO-00391,2025-12-23,2025-12-31,WH-SOUTH,SKU-1072,SUP-003,168,5.09,received
PO-00392,2025-11-11,2025-11-18,WH-NORTH,SKU-1066,SUP-003,168,1.42,received
PO-00393,2025-10-24,2025-10-29,WH-CENTER,SKU-1060,SUP-001,504,1.65,received
PO-00394,2026-04-21,2026-04-29,WH-NORTH,SKU-1089,SUP-003,192,2.12,received
PO-00395,2026-05-04,2026-05-11,WH-CENTER,SKU-1078,SUP-003,60,4.04,received
PO-00396,2026-03-23,2026-03-29,WH-CENTER,SKU-1066,SUP-003,144,1.42,received
PO-00397,2025-12-23,2025-12-31,WH-CENTER,SKU-1066,SUP-003,144,1.42,received
PO-00398,2026-02-17,2026-02-20,WH-NORTH,SKU-1046,SUP-001,432,0.6,received
PO-00399,2025-12-28,2026-01-03,WH-CENTER,SKU-1091,SUP-005,102,3.01,received
PO-00400,2025-01-28,2025-01-31,WH-CENTER,SKU-1053,SUP-001,240,1.54,received
PO-00401,2026-01-17,2026-01-23,WH-SOUTH,SKU-1088,SUP-003,90,3.94,received
PO-00402,2026-01-04,2026-01-10,WH-CENTER,SKU-1113,SUP-004,252,1.94,received
PO-00403,2026-01-09,2026-01-12,WH-SOUTH,SKU-1058,SUP-001,72,1.68,received
PO-00404,2025-10-02,2025-10-11,WH-SOUTH,SKU-1085,SUP-003,192,2.74,received
PO-00405,2025-11-06,2025-11-13,WH-CENTER,SKU-1007,SUP-002,696,1.15,received
PO-00406,2025-04-01,2025-04-07,WH-SOUTH,SKU-1015,SUP-002,480,2.14,received
PO-00407,2026-05-25,2026-06-03,WH-CENTER,SKU-1090,SUP-003,48,5.44,received
PO-00408,2025-11-02,2025-11-11,WH-CENTER,SKU-1080,SUP-003,192,2.61,received
PO-00409,2026-04-19,2026-04-25,WH-CENTER,SKU-1106,SUP-004,192,3.09,received
PO-00410,2025-12-18,2025-12-25,WH-CENTER,SKU-1068,SUP-003,204,6.85,received
PO-00411,2025-02-05,2025-02-08,WH-SOUTH,SKU-1060,SUP-001,768,1.65,received
PO-00412,2025-05-09,2025-05-13,WH-CENTER,SKU-1007,SUP-002,264,1.15,received
PO-00413,2026-01-02,2026-01-07,WH-NORTH,SKU-1003,SUP-002,702,0.63,received
PO-00414,2026-02-28,2026-03-09,WH-NORTH,SKU-1073,SUP-003,72,6.24,received
PO-00415,2025-05-16,2025-05-21,WH-SOUTH,SKU-1009,SUP-002,756,1.63,received
PO-00416,2026-03-29,2026-04-05,WH-CENTER,SKU-1073,SUP-003,24,6.24,received
PO-00417,2025-12-13,2025-12-16,WH-SOUTH,SKU-1055,SUP-001,96,1.5,received
PO-00418,2025-04-12,2025-04-21,WH-SOUTH,SKU-1073,SUP-003,36,6.24,received
PO-00419,2025-09-24,2025-09-29,WH-CENTER,SKU-1041,SUP-001,252,3.57,received
PO-00420,2025-12-23,2025-12-31,WH-SOUTH,SKU-1104,SUP-005,180,7.89,received
PO-00421,2025-01-08,2025-01-12,WH-NORTH,SKU-1110,SUP-004,312,4.32,received
PO-00422,2025-05-30,2025-06-05,WH-NORTH,SKU-1117,SUP-004,204,3.38,received
PO-00423,2026-04-03,2026-04-11,WH-SOUTH,SKU-1072,SUP-003,168,5.09,received
PO-00424,2025-04-28,2025-05-02,WH-SOUTH,SKU-1052,SUP-001,432,1.51,received
PO-00425,2026-01-25,2026-01-31,WH-CENTER,SKU-1087,SUP-003,24,3.99,received
PO-00426,2025-06-20,2025-06-24,WH-SOUTH,SKU-1041,SUP-001,264,3.57,received
PO-00427,2025-02-26,2025-03-03,WH-NORTH,SKU-1100,SUP-005,48,2.96,received
PO-00428,2025-05-20,2025-05-22,WH-CENTER,SKU-1053,SUP-001,492,1.54,received
PO-00429,2025-07-03,2025-07-08,WH-NORTH,SKU-1009,SUP-002,792,1.63,received
PO-00430,2025-06-28,2025-07-02,WH-CENTER,SKU-1110,SUP-004,498,4.32,received
PO-00431,2025-09-09,2025-09-18,WH-CENTER,SKU-1084,SUP-003,48,3.85,received
PO-00432,2025-06-15,2025-06-20,WH-NORTH,SKU-1100,SUP-005,48,2.96,received
PO-00433,2025-01-17,2025-01-19,WH-NORTH,SKU-1051,SUP-001,630,1.37,received
PO-00434,2026-04-05,2026-04-12,WH-NORTH,SKU-1009,SUP-002,564,1.63,received
PO-00435,2026-03-03,2026-03-10,WH-CENTER,SKU-1083,SUP-003,216,2.55,received
PO-00436,2025-08-02,2025-08-08,WH-SOUTH,SKU-1095,SUP-005,192,5.63,received
PO-00437,2026-06-11,2026-06-19,WH-SOUTH,SKU-1076,SUP-003,168,2.45,ordered
PO-00438,2025-06-02,2025-06-08,WH-CENTER,SKU-1108,SUP-004,222,1.87,received
PO-00439,2025-11-27,2025-12-04,WH-CENTER,SKU-1088,SUP-003,90,3.94,received
PO-00440,2025-02-09,2025-02-12,WH-SOUTH,SKU-1035,SUP-001,132,2.21,received
PO-00441,2025-01-04,2025-01-12,WH-NORTH,SKU-1069,SUP-003,72,7.01,received
PO-00442,2025-05-17,2025-05-22,WH-CENTER,SKU-1018,SUP-006,312,1.58,received
PO-00443,2025-01-07,2025-01-10,WH-NORTH,SKU-1034,SUP-001,216,0.96,received
PO-00444,2025-01-26,2025-02-02,WH-NORTH,SKU-1079,SUP-003,84,2.87,received
PO-00445,2026-02-19,2026-02-27,WH-CENTER,SKU-1074,SUP-003,96,3.05,received
PO-00446,2025-11-27,2025-11-30,WH-NORTH,SKU-1038,SUP-001,150,1.48,received
PO-00447,2026-03-24,2026-03-29,WH-SOUTH,SKU-1029,SUP-006,504,1.32,received
PO-00448,2025-07-13,2025-07-16,WH-SOUTH,SKU-1055,SUP-001,252,1.5,received
PO-00449,2026-05-21,2026-05-25,WH-CENTER,SKU-1049,SUP-001,132,0.53,received
PO-00450,2025-01-03,2025-01-07,WH-SOUTH,SKU-1016,SUP-006,240,2.48,received
PO-00451,2026-04-20,2026-04-23,WH-SOUTH,SKU-1037,SUP-001,144,1.61,received
PO-00452,2025-07-01,2025-07-03,WH-NORTH,SKU-1058,SUP-001,360,1.68,received
PO-00453,2026-03-25,2026-03-31,WH-NORTH,SKU-1080,SUP-003,240,2.61,received
PO-00454,2026-05-14,2026-05-21,WH-CENTER,SKU-1001,SUP-002,384,1.28,received
PO-00455,2026-05-09,2026-05-13,WH-NORTH,SKU-1010,SUP-002,408,1.37,received
PO-00456,2026-01-27,2026-02-03,WH-CENTER,SKU-1067,SUP-003,96,2.13,received
PO-00457,2026-05-19,2026-05-24,WH-CENTER,SKU-1005,SUP-002,288,1.67,received
PO-00458,2026-06-01,2026-06-08,WH-NORTH,SKU-1028,SUP-006,312,2.12,received
PO-00459,2025-02-08,2025-02-15,WH-CENTER,SKU-1075,SUP-003,312,3.09,received
PO-00460,2025-12-04,2025-12-07,WH-CENTER,SKU-1037,SUP-001,624,1.61,received
PO-00461,2025-10-14,2025-10-18,WH-CENTER,SKU-1035,SUP-001,210,2.21,received
PO-00462,2025-01-10,2025-01-18,WH-NORTH,SKU-1074,SUP-003,216,3.05,received
PO-00463,2026-05-14,2026-05-20,WH-NORTH,SKU-1095,SUP-005,96,5.63,received
PO-00464,2026-01-15,2026-01-20,WH-CENTER,SKU-1043,SUP-001,312,2.58,received
PO-00465,2026-05-29,2026-06-06,WH-CENTER,SKU-1062,SUP-003,144,4.58,received
PO-00466,2026-04-27,2026-05-03,WH-CENTER,SKU-1100,SUP-005,48,2.96,received
PO-00467,2026-03-29,2026-04-04,WH-NORTH,SKU-1073,SUP-003,72,6.24,received
PO-00468,2025-06-29,2025-07-03,WH-CENTER,SKU-1060,SUP-001,816,1.65,received
PO-00469,2025-12-30,2026-01-02,WH-NORTH,SKU-1052,SUP-001,408,1.51,received
PO-00470,2025-07-20,2025-07-23,WH-CENTER,SKU-1058,SUP-001,288,1.68,received
PO-00471,2025-05-08,2025-05-11,WH-NORTH,SKU-1046,SUP-001,288,0.6,received
PO-00472,2026-01-09,2026-01-12,WH-NORTH,SKU-1056,SUP-001,300,1.17,received
PO-00473,2025-08-05,2025-08-09,WH-NORTH,SKU-1114,SUP-004,336,2.92,received
PO-00474,2026-04-09,2026-04-12,WH-CENTER,SKU-1032,SUP-001,264,3.48,received
PO-00475,2025-02-05,2025-02-11,WH-SOUTH,SKU-1010,SUP-002,384,1.37,received
PO-00476,2026-02-26,2026-02-28,WH-SOUTH,SKU-1047,SUP-001,60,1.03,received
PO-00477,2025-11-24,2025-11-29,WH-NORTH,SKU-1002,SUP-002,816,0.76,received
PO-00478,2025-01-25,2025-02-03,WH-NORTH,SKU-1089,SUP-003,192,2.12,received
PO-00479,2025-08-06,2025-08-13,WH-SOUTH,SKU-1093,SUP-005,192,6.13,received
PO-00480,2025-01-16,2025-01-19,WH-CENTER,SKU-1053,SUP-001,336,1.54,received
PO-00481,2025-04-25,2025-05-02,WH-CENTER,SKU-1062,SUP-003,192,4.58,received
PO-00482,2026-02-20,2026-02-28,WH-SOUTH,SKU-1068,SUP-003,72,6.85,received
PO-00483,2026-03-25,2026-03-28,WH-SOUTH,SKU-1110,SUP-004,102,4.32,received
PO-00484,2025-03-29,2025-04-04,WH-CENTER,SKU-1100,SUP-005,48,2.96,received
PO-00485,2025-12-03,2025-12-10,WH-NORTH,SKU-1103,SUP-005,192,5.05,received
PO-00486,2025-05-13,2025-05-20,WH-SOUTH,SKU-1089,SUP-003,48,2.12,received
PO-00487,2025-09-11,2025-09-16,WH-SOUTH,SKU-1051,SUP-001,666,1.37,received
PO-00488,2025-10-23,2025-10-31,WH-CENTER,SKU-1084,SUP-003,168,3.85,received
PO-00489,2025-04-25,2025-05-04,WH-CENTER,SKU-1078,SUP-003,72,4.04,received
PO-00490,2025-05-21,2025-05-28,WH-SOUTH,SKU-1088,SUP-003,84,3.94,received
PO-00491,2025-06-25,2025-06-29,WH-CENTER,SKU-1108,SUP-004,222,1.87,received
PO-00492,2025-11-08,2025-11-16,WH-SOUTH,SKU-1069,SUP-003,60,7.01,received
PO-00493,2026-03-30,2026-04-08,WH-NORTH,SKU-1082,SUP-003,168,4.09,received
PO-00494,2025-03-23,2025-03-31,WH-NORTH,SKU-1063,SUP-003,96,4.14,received
PO-00495,2026-03-03,2026-03-10,WH-CENTER,SKU-1088,SUP-003,90,3.94,received
PO-00496,2025-10-04,2025-10-09,WH-CENTER,SKU-1025,SUP-006,240,0.78,received
PO-00497,2025-07-12,2025-07-16,WH-NORTH,SKU-1027,SUP-006,120,2.25,received
PO-00498,2025-01-04,2025-01-11,WH-SOUTH,SKU-1015,SUP-002,840,2.14,received
PO-00499,2025-07-28,2025-08-04,WH-SOUTH,SKU-1006,SUP-002,198,1.01,received
PO-00500,2025-08-30,2025-09-06,WH-CENTER,SKU-1030,SUP-006,96,0.79,received
PO-00501,2026-01-21,2026-01-23,WH-SOUTH,SKU-1043,SUP-001,540,2.58,received
PO-00502,2025-09-06,2025-09-10,WH-NORTH,SKU-1107,SUP-004,348,6.06,received
PO-00503,2026-02-25,2026-02-28,WH-CENTER,SKU-1109,SUP-004,408,2.43,received
PO-00504,2026-05-20,2026-05-23,WH-NORTH,SKU-1038,SUP-001,270,1.48,received
PO-00505,2025-10-05,2025-10-12,WH-CENTER,SKU-1008,SUP-002,468,1.94,received
PO-00506,2026-06-08,2026-06-13,WH-SOUTH,SKU-1030,SUP-006,96,0.79,delayed
PO-00507,2026-02-02,2026-02-11,WH-SOUTH,SKU-1079,SUP-003,96,2.87,received
PO-00508,2025-03-24,2025-03-31,WH-SOUTH,SKU-1065,SUP-003,84,5.73,received
PO-00509,2025-09-29,2025-10-04,WH-CENTER,SKU-1106,SUP-004,96,3.09,received
PO-00510,2025-11-24,2025-12-01,WH-NORTH,SKU-1063,SUP-003,192,4.14,received
PO-00511,2025-07-20,2025-07-24,WH-NORTH,SKU-1036,SUP-001,420,4.34,received
PO-00512,2025-08-30,2025-09-05,WH-CENTER,SKU-1006,SUP-002,60,1.01,received
PO-00513,2025-06-07,2025-06-12,WH-CENTER,SKU-1008,SUP-002,360,1.94,received
PO-00514,2025-12-20,2025-12-28,WH-NORTH,SKU-1070,SUP-003,156,4.73,received
PO-00515,2025-08-08,2025-08-10,WH-SOUTH,SKU-1050,SUP-001,864,1.65,received
PO-00516,2026-02-14,2026-02-21,WH-NORTH,SKU-1085,SUP-003,96,2.74,received
PO-00517,2025-07-06,2025-07-11,WH-CENTER,SKU-1030,SUP-006,144,0.79,received
PO-00518,2025-03-01,2025-03-04,WH-CENTER,SKU-1035,SUP-001,318,2.21,received
PO-00519,2026-06-11,2026-06-14,WH-NORTH,SKU-1037,SUP-001,768,1.61,delayed
PO-00520,2025-11-06,2025-11-13,WH-SOUTH,SKU-1102,SUP-005,240,6.34,received
PO-00521,2026-02-13,2026-02-16,WH-CENTER,SKU-1050,SUP-001,540,1.65,received
PO-00522,2025-04-27,2025-04-30,WH-SOUTH,SKU-1044,SUP-001,288,0.97,received
PO-00523,2025-06-30,2025-07-04,WH-CENTER,SKU-1116,SUP-004,672,1.66,received
PO-00524,2025-11-12,2025-11-17,WH-SOUTH,SKU-1106,SUP-004,144,3.09,received
PO-00525,2025-12-09,2025-12-12,WH-SOUTH,SKU-1042,SUP-001,144,1.29,received
PO-00526,2026-02-12,2026-02-19,WH-SOUTH,SKU-1001,SUP-002,132,1.28,received
PO-00527,2026-02-10,2026-02-16,WH-NORTH,SKU-1096,SUP-005,48,7.66,received
PO-00528,2026-01-28,2026-01-31,WH-NORTH,SKU-1045,SUP-001,234,1.22,received
PO-00529,2026-03-13,2026-03-18,WH-SOUTH,SKU-1024,SUP-006,408,1.65,received
PO-00530,2025-10-03,2025-10-10,WH-CENTER,SKU-1021,SUP-006,360,0.63,received
PO-00531,2026-05-26,2026-06-01,WH-SOUTH,SKU-1116,SUP-004,528,1.66,received
PO-00532,2025-10-14,2025-10-20,WH-CENTER,SKU-1093,SUP-005,144,6.13,received
PO-00533,2025-07-11,2025-07-13,WH-NORTH,SKU-1050,SUP-001,360,1.65,received
PO-00534,2025-05-24,2025-05-29,WH-SOUTH,SKU-1110,SUP-004,480,4.32,received
PO-00535,2025-03-02,2025-03-06,WH-NORTH,SKU-1109,SUP-004,384,2.43,received
PO-00536,2026-03-17,2026-03-21,WH-CENTER,SKU-1028,SUP-006,624,2.12,received
PO-00537,2025-03-06,2025-03-12,WH-NORTH,SKU-1087,SUP-003,24,3.99,received
PO-00538,2025-06-07,2025-06-10,WH-SOUTH,SKU-1038,SUP-001,246,1.48,received
PO-00539,2026-05-13,2026-05-17,WH-CENTER,SKU-1114,SUP-004,240,2.92,received
PO-00540,2025-05-30,2025-06-02,WH-SOUTH,SKU-1046,SUP-001,288,0.6,received
PO-00541,2025-05-05,2025-05-10,WH-NORTH,SKU-1058,SUP-001,96,1.68,received
PO-00542,2026-06-01,2026-06-07,WH-CENTER,SKU-1104,SUP-005,84,7.89,received
PO-00543,2025-01-24,2025-02-01,WH-NORTH,SKU-1061,SUP-003,96,3.5,received
PO-00544,2025-01-10,2025-01-17,WH-SOUTH,SKU-1024,SUP-006,888,1.65,received
PO-00545,2026-06-05,2026-06-11,WH-NORTH,SKU-1066,SUP-003,120,1.42,delayed
PO-00546,2026-04-24,2026-04-28,WH-CENTER,SKU-1118,SUP-004,516,2.19,received
PO-00547,2026-01-01,2026-01-05,WH-SOUTH,SKU-1025,SUP-006,96,0.78,received
PO-00548,2025-02-19,2025-02-25,WH-SOUTH,SKU-1105,SUP-005,96,4.03,received
PO-00549,2025-07-05,2025-07-11,WH-NORTH,SKU-1080,SUP-003,192,2.61,received
PO-00550,2025-10-13,2025-10-20,WH-NORTH,SKU-1086,SUP-003,204,3.07,received
PO-00551,2025-03-22,2025-03-27,WH-CENTER,SKU-1008,SUP-002,594,1.94,received
PO-00552,2026-04-28,2026-05-02,WH-CENTER,SKU-1115,SUP-004,144,3.98,received
PO-00553,2026-04-14,2026-04-19,WH-CENTER,SKU-1020,SUP-006,96,2.27,received
PO-00554,2026-06-07,2026-06-14,WH-NORTH,SKU-1028,SUP-006,672,2.12,delayed
PO-00555,2026-04-13,2026-04-19,WH-CENTER,SKU-1065,SUP-003,108,5.73,received
PO-00556,2026-01-25,2026-02-01,WH-CENTER,SKU-1104,SUP-005,168,7.89,received
PO-00557,2025-12-29,2026-01-03,WH-CENTER,SKU-1093,SUP-005,192,6.13,received
PO-00558,2025-03-11,2025-03-17,WH-CENTER,SKU-1101,SUP-005,84,3.95,received
PO-00559,2025-02-10,2025-02-15,WH-NORTH,SKU-1113,SUP-004,180,1.94,received
PO-00560,2025-10-22,2025-10-26,WH-NORTH,SKU-1047,SUP-001,384,1.03,received
PO-00561,2026-02-09,2026-02-16,WH-NORTH,SKU-1090,SUP-003,144,5.44,received
PO-00562,2025-10-26,2025-11-02,WH-CENTER,SKU-1072,SUP-003,48,5.09,received
PO-00563,2026-04-07,2026-04-12,WH-SOUTH,SKU-1046,SUP-001,432,0.6,received
